brand,detailurl,factory,imgname,modelname,price,CA,asthma,atopy,allergy,CADR,anion,compound,filter,varietyfilter,HEPA,PM,peoung,size
캐로스,http://www.enuri.com/detail.jsp?modelno=15288691&cate=240616,캐로스,http://image.enuri.gscdn.com/webimage_300/2673100000/2673120000/2673127378.jpg,CAP-650M,677810,,,,,,,복합식,,"프리필터 ,활성탄필터,항균HEPA필터",TRUE,,19.6,50 x 116 x 33cm
캐로스,http://www.enuri.com/detail.jsp?modelno=15288609&cate=240616,캐로스,http://image.enuri.gscdn.com/webimage_300/2673100000/2673140000/2673144466.jpg,CAH-650MH,843310,,,,,,,복합식,,"프리필터 ,활성탄필터,항균HEPA필터",TRUE,,19.6,50 x 116 x 33cm
캐로스,http://www.enuri.com/detail.jsp?modelno=15288440&cate=240616,캐로스,http://image.enuri.gscdn.com/webimage_300/2673300000/2673390000/2673394853.jpg,CAP-509S,811400,,,,,,,복합식,,"프리필터 ,    광촉매플라즈마필터 ,항균HEPA필터",TRUE,,26.3,50 x 178 x 33cm
캐로스,http://www.enuri.com/detail.jsp?modelno=15288376&cate=240616,캐로스,http://image.enuri.gscdn.com/webimage_300/2673300000/2673390000/2673398649.jpg,CAP-709S,911380,,,,,,,복합식,,"프리필터 ,    광촉매플라즈마필터 ,항균HEPA필터",TRUE,,26.3,     
오스틴에어,http://www.enuri.com/detail.jsp?modelno=15280439&cate=240616,오스틴에어,http://image.enuri.gscdn.com/webimage_300/2632600000/2632640000/2632649524.jpg,HM-405,1728000,,,,,,,,필터식,"프리필터 ,미디움필터,활성탄필터,    트루HEPA필터",TRUE,,42,37 x 58 x 37cm
바이오세라,http://www.enuri.com/detail.jsp?modelno=15246155&cate=240616,바이오세라,http://photo3.enuri.com/data/images/service/img_300/15246000/15246155.jpg,오커테라 OTA-101S,310990,,,,,,,복합식,,"물필터,바이오세라믹필터,활성탄필터",FALSE,,,13.5 x 35.5 x 13.5cm
푸루스,http://www.enuri.com/detail.jsp?modelno=15093908&cate=240616,푸루스,http://image.enuri.gscdn.com/webimage_300/2600500000/2600550000/2600557375.jpg,NP-1501F,257290,,,,,,,,,,FALSE,,,53 x 47 x 9.5cm
케이삼팔오,http://www.enuri.com/detail.jsp?modelno=15085730&cate=240616,케이삼팔오,http://image.enuri.gscdn.com/webimage_300/2583900000/2583990000/2583994386.jpg,아이어 KL-2000A,33600,,,,,,음이온식,,,,FALSE,,,     
보네이도,http://www.enuri.com/detail.jsp?modelno=14732663&cate=240616,보네이도,http://photo3.enuri.com/data/images/service/img_300/14732000/14732663.jpg,PCO500,656190,,,,,CADR,,,필터식,HEPA필터,TRUE,,11.7,     
바이오세라,http://www.enuri.com/detail.jsp?modelno=14725653&cate=240616,바이오세라,http://photo3.enuri.com/data/images/service/img_300/14725000/14725653.jpg,오커테라 OTA-101P,332150,,,,,,,복합식,,"물필터,바이오세라믹필터,활성탄필터",FALSE,,,13.5 x 35.5 x 13.5cm
모비스타,http://www.enuri.com/detail.jsp?modelno=14392769&cate=240616,모비스타,http://photo3.enuri.com/data/images/service/middle/14392000/14392769.jpg,쥬니온 IA-200W,93960,,,,,,,복합식,,"항알레르겐필터,    HEPA필터",TRUE,,,     
자이글,http://www.enuri.com/detail.jsp?modelno=13057125&cate=240616,자이글,http://photo3.enuri.com/data/images/service/img_300/13057000/13057125.jpg,맑음,189000,,,,,,,복합식,,"프리필터 ,    탈취필터",FALSE,,,16.2 x 40.2 x 16.2cm
이과수,http://www.enuri.com/detail.jsp?modelno=12643704&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/img_300/12643000/12643704.jpg,CHA-G500A,557300,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,항균필터,    HEPA필터",TRUE,,11.3,38.2 x 59.7 x 21cm
세종아이앤텍,http://www.enuri.com/detail.jsp?modelno=12602175&cate=240616,세종아이앤텍,http://photo3.enuri.com/data/images/service/img_300/12602000/12602175.jpg,닥터톡톡-20,56990,,,,,,음이온식,,,,FALSE,,,     
에이티앤에스그룹,http://www.enuri.com/detail.jsp?modelno=12365548&cate=240616,에이티앤에스그룹,http://photo3.enuri.com/data/images/service/big/12365000/12365548.jpg,"TD-1866, BF-2025, BU-1125",501960,,,,,,,,,,FALSE,,,
디에떼,http://www.enuri.com/detail.jsp?modelno=12331328&cate=240616,디에떼,http://photo3.enuri.com/data/images/service/big/12331000/12331328.jpg,DAP-434PWH,331990,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,황사필터",FALSE,,10.9,46 x 57 x 30cm
천년넷,http://www.enuri.com/detail.jsp?modelno=12301305&cate=240616,천년넷,http://photo3.enuri.com/data/images/service/big/12301000/12301305.jpg,토르에어,89490,,,,,,음이온식,,,,FALSE,,,8 x 12 x 5.8cm
퓨어시스,http://www.enuri.com/detail.jsp?modelno=12267582&cate=240616,퓨어시스,http://photo3.enuri.com/data/images/service/big/12267000/12267582.jpg,All-in-one 50,4173910,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,49.9,49 x 170 x 29.4cm
퓨어시스,http://www.enuri.com/detail.jsp?modelno=12267515&cate=240616,퓨어시스,http://photo3.enuri.com/data/images/service/big/12267000/12267515.jpg,All-in-one 30,2274800,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,29.9,122 x 16.5 x 32.5cm
퓨어시스,http://www.enuri.com/detail.jsp?modelno=12267384&cate=240616,퓨어시스,http://photo3.enuri.com/data/images/service/big/12267000/12267384.jpg,All-in-one 20,2086150,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,29.9,60 x 62 x 15.4cm
현대위가드,http://www.enuri.com/detail.jsp?modelno=11960470&cate=240616,현대위가드,http://photo3.enuri.com/data/images/service/img_300/11960000/11960470.jpg,ED-101,22900,,,,,,,,필터식,"프리필터 ,    항바이러스필터",FALSE,,8.5,38.4 x 61.3 x 19.8cm
휴림,http://www.enuri.com/detail.jsp?modelno=11960401&cate=240616,상우정공,http://photo3.enuri.com/data/images/service/img_300/11960000/11960401.jpg,SWH100(호두나무),490980,CA인증,,,,,,,필터식,"프리필터 ,미디움필터,카본블럭필터,    탈취필터 ,    HEPA필터",TRUE,,,37 x 46 x 23cm
휴림,http://www.enuri.com/detail.jsp?modelno=11960398&cate=240616,상우정공,http://photo3.enuri.com/data/images/service/img_300/11960000/11960398.jpg,SWH100(물푸레나무),442830,CA인증,,,,,,,필터식,"프리필터 ,미디움필터,카본블럭필터,    탈취필터 ,    HEPA필터",TRUE,,,37 x 46 x 23cm
샤로스,http://www.enuri.com/detail.jsp?modelno=11935178&cate=240616,샤로스,http://photo3.enuri.com/data/images/service/img_300/11935000/11935178.jpg,NA-H10,330000,,,,,,,복합식,,"프리필터 ,    탈취필터 ,항균필터,    HEPA필터",TRUE,,19.6,42 x 58 x 22cm
숲에온,http://www.enuri.com/detail.jsp?modelno=11914899&cate=240616,숲에온,http://photo3.enuri.com/data/images/service/img_300/11914000/11914899.jpg,SP-100,76990,,,,,,,,,,FALSE,,,     
세종아이앤텍,http://www.enuri.com/detail.jsp?modelno=11896423&cate=240616,세종아이앤텍,http://photo3.enuri.com/data/images/service/img_300/11896000/11896423.jpg,닥터 에어톡톡,130650,,,,,,음이온식,,,,FALSE,,,     
퓨러다임에어,http://www.enuri.com/detail.jsp?modelno=11893635&cate=240616,퓨러다임에어,http://photo3.enuri.com/data/images/service/img_300/11893000/11893635.jpg,MCI-3000,1962540,,,,,,음이온식,,,,FALSE,,,     
퓨러다임에어,http://www.enuri.com/detail.jsp?modelno=11893630&cate=240616,퓨러다임에어,http://photo3.enuri.com/data/images/service/img_300/11893000/11893630.jpg,MCI-1500,1252680,,,,,,음이온식,,,,FALSE,,,     
라이트에어,http://www.enuri.com/detail.jsp?modelno=11604705&cate=240616,라이트에어,http://photo3.enuri.com/data/images/service/img_300/11604000/11604705.jpg,Surface,734700,,,,,,음이온식,,,,FALSE,,15.1,     
블루앤,http://www.enuri.com/detail.jsp?modelno=11322909&cate=240616,블루앤,http://photo3.enuri.com/data/images/service/img_300/11322000/11322909.jpg,BN-107,35480,,,,,,음이온식,,,,FALSE,,,     
청풍,http://www.enuri.com/detail.jsp?modelno=11315929&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/11315000/11315929.jpg,CAP-N4014W,405420,,,,,,,복합식,,"프리필터 ,카본필터,    HEPA필터",TRUE,,15.1,46 x 69 x 27cm
블루앤,http://www.enuri.com/detail.jsp?modelno=11311026&cate=240616,블루앤,http://photo3.enuri.com/data/images/service/img_300/11311000/11311026.jpg,BN-550,394110,,,,,,음이온식,,,,FALSE,,12.1,80 x 13 x 5.6cm
알파인,http://www.enuri.com/detail.jsp?modelno=11305213&cate=240616,알파인,http://photo3.enuri.com/data/images/service/img_300/11305000/11305213.jpg,미니 리빙에어,998000,,,,,,음이온식,,,,FALSE,,,16 x 16 x 18cm
블루앤,http://www.enuri.com/detail.jsp?modelno=11221906&cate=240616,블루앤,http://photo3.enuri.com/data/images/service/img_300/11221000/11221906.jpg,BN-106A,49410,,,,,,음이온식,,,,FALSE,,,     
청풍,http://www.enuri.com/detail.jsp?modelno=11082627&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/11082000/11082627.jpg,오피스 그린나라 2,1592910,,,,,,,복합식,,"프리필터 ,활성탄필터,    HEPA필터",TRUE,,6.3,50 x 117 x 33cm
이오니스,http://www.enuri.com/detail.jsp?modelno=11009633&cate=240616,이오니스,http://photo3.enuri.com/data/images/service/img_300/11009000/11009633.jpg,부채등 공기청정기,205200,,,,,,,,,,FALSE,,,     
이오니스,http://www.enuri.com/detail.jsp?modelno=11009622&cate=240616,이오니스,http://photo3.enuri.com/data/images/service/img_300/11009000/11009622.jpg,하늘나라 공기청정기,175500,,,,,,음이온식,,,,FALSE,,,     
이오니스,http://www.enuri.com/detail.jsp?modelno=11009621&cate=240616,이오니스,http://photo3.enuri.com/data/images/service/img_300/11009000/11009621.jpg,계수나무 공기청정기,175500,,,,,,음이온식,,,,FALSE,,,     
이오니스,http://www.enuri.com/detail.jsp?modelno=11009618&cate=240616,이오니스,http://photo3.enuri.com/data/images/service/img_300/11009000/11009618.jpg,달나라 공기청정기,244800,,,,,,음이온식,,,,FALSE,,,     
오벨코리아,http://www.enuri.com/detail.jsp?modelno=10968693&cate=240616,오벨코리아,http://image.enuri.gscdn.com/webimage_300/1288600000/1288630000/1288631379.jpg,OVA-300,274120,,,,,,음이온식,,,,FALSE,,7.9,23 x 5.5 x 15cm
청풍,http://www.enuri.com/detail.jsp?modelno=10255524&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/10255000/10255524.jpg,마니 산림욕기,107780,,,,,,음이온식,,,,FALSE,,,9.5 x 22 x 9.5cm
청풍,http://www.enuri.com/detail.jsp?modelno=10255465&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/10255000/10255465.jpg,CUG-A1000,441784,,,,,,음이온식,,,,FALSE,,,30.3 x 28 x 10.8cm
해피온,http://www.enuri.com/detail.jsp?modelno=10227387&cate=240616,에스커뮤니케이션,http://photo3.enuri.com/data/images/service/img_300/10227000/10227387.jpg,DLF-01A,161140,,,,,,음이온식,,,,FALSE,,,     
케어스,http://www.enuri.com/detail.jsp?modelno=9794133&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/9794000/9794133.jpg,AP-1013A,417030,,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    항바이러스HEPA필터",TRUE,,10,45.5 x 50.5 x 17cm
인템,http://www.enuri.com/detail.jsp?modelno=9706063&cate=240616,인템,http://image.enuri.gscdn.com/webimage_300/887400000/887450000/887458308.jpg,WAC-7300,1539990,,,,,,,복합식,,"프리필터 ,방전필터,    탈취필터",FALSE,,39.9,51 x 177 x 43.5cm
인템,http://www.enuri.com/detail.jsp?modelno=9700985&cate=240616,인템,http://photo3.enuri.com/data/images/service/img_300/9700000/9700985.jpg,WAC-7700,2609620,,,,,,,복합식,,"프리필터 ,방전필터,    탈취필터",FALSE,,89.8,88 x 184 x 43.5cm
청풍,http://www.enuri.com/detail.jsp?modelno=9666137&cate=240616,청풍,http://image.enuri.gscdn.com/webimage_300/842400000/842440000/842441543.jpg,NIT-K1,549670,,,,,,음이온식,,,,FALSE,,,     
힘펠,http://www.enuri.com/detail.jsp?modelno=9148305&cate=240616,힘펠,http://photo3.enuri.com/data/images/service/img_300/9148000/9148305.jpg,FHA-P180S,398000,,,,,,음이온식,,,#NAME?,FALSE,,,    +히터 
인템,http://www.enuri.com/detail.jsp?modelno=9030986&cate=240616,인템,http://image.enuri.gscdn.com/webimage_300/538900000/538940000/538947363.jpg,WAC-7200,1095950,,,,,,,복합식,,"프리필터 ,방전필터,    탈취필터",FALSE,,29.9,46.5 x 102.5 x 25cm
인템,http://www.enuri.com/detail.jsp?modelno=8807942&cate=240616,인템,http://photo3.enuri.com/data/images/service/img_300/8807000/8807942.jpg,WAC-7500,1649240,,,,,,,복합식,,"프리필터 ,방전필터,    탈취필터",FALSE,,59.8,60 x 177 x 43.5cm
에코파인,http://www.enuri.com/detail.jsp?modelno=8687788&cate=240616,에코파인,http://photo3.enuri.com/data/images/service/img_300/8687000/8687788.jpg,HTCS-011,83660,,,,,,,복합식,,"프리필터 ,전자파차단필터",FALSE,,,14.5 x 18 x 10cm
이엠몰,http://www.enuri.com/detail.jsp?modelno=8216471&cate=240616,이엠몰,http://photo3.enuri.com/data/images/service/img_300/8216000/8216471.jpg,올레숲 공기청정기,183330,,,,,,,,필터식,"은나노필터,    탈취필터 ,    HEPA필터",TRUE,,,     
블루앤,http://www.enuri.com/detail.jsp?modelno=8087906&cate=240616,블루앤,http://photo3.enuri.com/data/images/service/big/8087000/8087906.jpg,BN-107A,51610,,,,,,음이온식,,,,FALSE,,,     
청풍,http://www.enuri.com/detail.jsp?modelno=8014327&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/8014000/8014327.jpg,HEP-2010W,339514,,,,,,,,필터식,"프리필터 ,미디움필터,    탈취필터 ,SKYBIO필터,    HEPA필터",TRUE,,5.4,36 x 40 x 13cm
이과수,http://www.enuri.com/detail.jsp?modelno=7951316&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/img_300/7925000/7925074.jpg,CHA-310BA,24900,CA인증,,,,,,,필터식,"프리필터 ,    탈취필터 ,항균미디움필터,    HEPA필터",TRUE,,6.3,34.9 x 51.2 x 18cm
지엔일렉,http://www.enuri.com/detail.jsp?modelno=7841870&cate=240616,지엔일렉,http://photo3.enuri.com/data/images/service/img_300/7841000/7841870.jpg,,693290,,,,,,음이온식,,,,FALSE,,15,10 x 7 x 10cm
블루앤,http://www.enuri.com/detail.jsp?modelno=7815704&cate=240616,블루앤,http://photo3.enuri.com/data/images/service/small/7815000/7815704.gif,BN-106,33630,,,,,,음이온식,,,,FALSE,,,
에어렉스,http://www.enuri.com/detail.jsp?modelno=7540413&cate=240616,에어렉스,http://image.enuri.gscdn.com/webimage2/442000000/442090000/442094478.jpg,AS-405,844540,,,,,,,,필터식,,FALSE,,,     
우아스,http://www.enuri.com/detail.jsp?modelno=2597568&cate=240616,에이팸,http://photo3.enuri.com/data/images/service/small/2597000/2597568.gif,AA15S,939510,,,,,,,,필터식,광촉매필터,FALSE,,30.2,45 x 97 x 45cm
에어렉스,http://www.enuri.com/detail.jsp?modelno=2519128&cate=240616,에어렉스,http://image.enuri.gscdn.com/webimage2/247900000/247920000/247929000.jpg,AS-305,2057660,,,,,,,,필터식,"프리필터 ,    광촉매필터 ,e필름필터",FALSE,,25.1,65 x 52.1 x 43.7cm
에어렉스,http://www.enuri.com/detail.jsp?modelno=2518954&cate=240616,에어렉스,http://image.enuri.gscdn.com/webimage2/247800000/247800000/247808692.jpg,AS-205,692700,,,,,,,,필터식,"프리필터 ,    광촉매필터 ,e필름필터",FALSE,,25.1,67 x 48.5 x 19.2cm
이오니스,http://www.enuri.com/detail.jsp?modelno=2431898&cate=240616,이오니스,http://photo3.enuri.com/data/images/service/img_300/2431000/2431898.jpg,IONIC BIO-LED LAMP,125100,,,,,,음이온식,,,,FALSE,,,
웰케어솔루션,http://www.enuri.com/detail.jsp?modelno=2354180&cate=240616,웰케어솔루션,http://photo3.enuri.com/data/images/service/img_300/2354000/2354180.jpg,빅메이트,797990,,,,,,음이온식,,,,FALSE,,84.3,30 x 23 x 30cm
스테들러폼,http://www.enuri.com/detail.jsp?modelno=2234269&cate=240616,스테들러폼,http://photo3.enuri.com/data/images/service/small/2234000/2234269.gif,Viktor(V-001),749710,,,,,,,,필터식,,FALSE,,15.1,24.6 x 45.1 x 19.6cm
청풍,http://www.enuri.com/detail.jsp?modelno=2199089&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/2199000/2199089.jpg,CP-1540G,288920,,,,,,,복합식,,"탈취필터 ,Aurum필터,    HEPA필터",TRUE,,6,40.5 x 43 x 13.3cm
이오니스,http://www.enuri.com/detail.jsp?modelno=2163042&cate=240616,이오니스,http://photo3.enuri.com/data/images/service/img_300/2163000/2163042.jpg,한우리 공기청정기,205200,,,,,,음이온식,,,,FALSE,,,     
샤프,http://www.enuri.com/detail.jsp?modelno=2049418&cate=240616,샤프,http://photo3.enuri.com/data/images/service/img_300/2049000/2049418.jpg,IG-A40K,2414990,,,,,,음이온식,,,,FALSE,,15.1,94 x 48 x 23cm
샤프,http://www.enuri.com/detail.jsp?modelno=2049404&cate=240616,샤프,http://photo3.enuri.com/data/images/service/img_300/2049000/2049404.jpg,IG-A20K,1526270,,,,,,음이온식,,,,FALSE,,6.9,59.4 x 48 x 23cm
코러스,http://www.enuri.com/detail.jsp?modelno=2038893&cate=240616,코러스,http://photo3.enuri.com/data/images/service/img_300/2038000/2038893.jpg,KAP-909K,1284520,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,30.5,59 x 181 x 46cm
코러스,http://www.enuri.com/detail.jsp?modelno=2038882&cate=240616,코러스,http://photo3.enuri.com/data/images/service/img_300/2038000/2038882.jpg,KAP-509S,849030,CA인증,,,,,,복합식,,"프리필터 ,    광촉매플라즈마필터 ,    탈취필터 ,    HEPA필터",TRUE,,18.1,50 x 178 x 33cm
아이앤비,http://www.enuri.com/detail.jsp?modelno=1990654&cate=240616,아이앤비,http://photo3.enuri.com/data/images/service/small/1990000/1990654.gif,VK-BLUE,1210000,,,,,,,복합식,,HEPA필터,TRUE,,19.9,     
재미월드,http://www.enuri.com/detail.jsp?modelno=1772480&cate=240616,재미월드,http://photo3.enuri.com/data/images/service/img_300/1772000/1772480.jpg,애플 USB 공기청정기,11990,,,,,,,복합식,,탈취필터,FALSE,,3.6,8 x 8 x 7cm
삼성,http://www.enuri.com/detail.jsp?modelno=1649156&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/1649000/1649156.jpg,SAP-S708,1833300,CA인증,,,,,,복합식,,"광촉매필터 ,집진필터,카본필터,    HEPA필터",TRUE,,26.3,50 x 178 x 33cm
삼성,http://www.enuri.com/detail.jsp?modelno=1649155&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/1649000/1649155.jpg,SAP-S508,917750,,,,,,,복합식,,"프리필터 ,    광촉매필터 ,    탈취필터 ,    HEPA필터",TRUE,,18.1,50 x 178 x 33cm
지앤에스테크,http://www.enuri.com/detail.jsp?modelno=1408372&cate=240616,지앤에스테크,http://photo3.enuri.com/data/images/service/img_300/1408000/1408372.jpg,FA-410,71630,,,,,,,복합식,,,FALSE,,0.4,     
이과수,http://www.enuri.com/detail.jsp?modelno=2131872&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/img_300/1390000/1390888.jpg,CHA-500UA,23900,CA인증,,,,,,,필터식,"프리필터 ,    탈취필터 ,항균미디움필터,    HEPA필터",TRUE,,12.4,40.3 x 57 x 25.2cm
청풍,http://www.enuri.com/detail.jsp?modelno=1192337&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/1192000/1192337.jpg,CAP-G530NF,827200,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,17.5,65 x 53 x 36cm
보성전자,http://www.enuri.com/detail.jsp?modelno=1183543&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/1183000/1183543.jpg,IB-301,775500,,,,,,,복합식,,"프리필터 ,    탈취필터",FALSE,,29.9,86 x 70 x 22cm
알파인,http://www.enuri.com/detail.jsp?modelno=1163723&cate=240616,알파인,http://photo3.enuri.com/data/images/service/img_300/1163000/1163723.jpg,드림에어,1900000,,,,,,음이온식,,,,FALSE,,83.7,30 x 23 x 30cm
이과수,http://www.enuri.com/detail.jsp?modelno=2131873&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/img_300/945000/945942.jpg,CHA-700TA,29900,CA인증,,,,,,,필터식,"프리필터 ,    탈취필터 ,항균미디움필터,    HEPA필터",TRUE,,15.1,50.5 x 71 x 30.5cm
보성전자,http://www.enuri.com/detail.jsp?modelno=919926&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/919000/919926.jpg,IB-500BN,1299290,,,,,,,복합식,,프리필터,FALSE,,59.8,56.5 x 175 x 28cm
보성전자,http://www.enuri.com/detail.jsp?modelno=919924&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/919000/919924.jpg,IB-500B,1204270,,,,,,,복합식,,"프리필터 ,    탈취필터",FALSE,,59.8,56.5 x 175 x 28cm
보성전자,http://www.enuri.com/detail.jsp?modelno=919922&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/919000/919922.jpg,IB-400BN,1090500,,,,,,,복합식,,프리필터,FALSE,,39.9,56.5 x 175 x 28cm
보성전자,http://www.enuri.com/detail.jsp?modelno=919921&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/919000/919921.jpg,IB-400B,1013480,,,,,,,복합식,,"프리필터 ,    탈취필터",FALSE,,39.9,56.5 x 175 x 28cm
보성전자,http://www.enuri.com/detail.jsp?modelno=919918&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/919000/919918.jpg,IB-700B,1298440,,,,,,,복합식,,"프리필터 ,    탈취필터",FALSE,,69.8,79 x 180 x 40cm
보성전자,http://www.enuri.com/detail.jsp?modelno=919916&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/919000/919916.jpg,IB-900BN,2414340,,,,,,,복합식,,프리필터,FALSE,,90.1,88 x 180 x 40cm
보성전자,http://www.enuri.com/detail.jsp?modelno=919915&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/919000/919915.jpg,IB-900B,2380360,,,,,,,복합식,,"프리필터 ,    탈취필터",FALSE,,90.1,88 x 180 x 40cm
코레스인터내셔널,http://www.enuri.com/detail.jsp?modelno=915136&cate=240616,코레스인터내셔널,http://photo3.enuri.com/data/images/service/small/915000/915136.gif,산세베리아X7000,48990,,,,,,음이온식,,,,FALSE,,3.6,
청풍,http://www.enuri.com/detail.jsp?modelno=832690&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/832000/832690.jpg,CAP-G2705,234710,CA인증,,,,,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,5.4,44.3 x 42.2 x 27cm
쿨하우스,http://www.enuri.com/detail.jsp?modelno=764079&cate=240616,파인에어텍,http://photo3.enuri.com/data/images/service/small/764000/764079.gif,파인  NA-CH30,178000,,,,,,음이온식,,,,FALSE,,10,15 x 25 x 7.5cm
청풍,http://www.enuri.com/detail.jsp?modelno=620781&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/620000/620781.jpg,CAP-G2800,326180,CA인증,,,,,,,필터식,"프리필터 ,살균구리폼필터,    탈취필터 ,    HEPA필터",TRUE,,4.8,     
이과수,http://www.enuri.com/detail.jsp?modelno=620166&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/img_300/620000/620166.jpg,CHA-120KA,1188340,CA인증,,,,,,복합식,,"프리필터 ,    광촉매필터 ,비타민필터,    알러지필터 ,    탈취필터 ,항균미디움필터,    HEPA필터",TRUE,,26.6,59 x 109.3 x 46.3cm
알파인,http://www.enuri.com/detail.jsp?modelno=535428&cate=240616,알파인,http://photo3.enuri.com/data/images/service/img_300/535000/535428.jpg,미니메이트,127990,,,,,,음이온식,,,,FALSE,,0.7,     
코레스인터내셔널,http://www.enuri.com/detail.jsp?modelno=487415&cate=240616,코레스인터내셔널,http://photo3.enuri.com/data/images/service/img_300/487000/487415.jpg,산세베리아X2000,65400,,,,,,음이온식,,,,FALSE,,,9 x 4.9 x 2.6cm
알파인,http://www.enuri.com/detail.jsp?modelno=433258&cate=240616,알파인,http://photo3.enuri.com/data/images/service/img_300/433000/433258.jpg,네츄럴에어,53870,,,,,,음이온식,,,,FALSE,,19.9,5 x 8 x 4cm
청풍,http://www.enuri.com/detail.jsp?modelno=401751&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/401000/401751.jpg,CAP-G4017,736000,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,17.5,65 x 53 x 36cm
FIGARO,http://www.enuri.com/detail.jsp?modelno=280591&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/280000/280591.jpg,FA-502A,1374360,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,49.9,50 x 175 x 29cm
FIGARO,http://www.enuri.com/detail.jsp?modelno=280543&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/280000/280543.jpg,FA-602A,1407000,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,69.8,50 x 175 x 29cm
FIGARO,http://www.enuri.com/detail.jsp?modelno=280524&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/280000/280524.jpg,FA-601AN,1471780,,,,,,,복합식,,"프리필터 ,    탈취필터",FALSE,,69.8,50 x 175 x 29cm
FIGARO,http://www.enuri.com/detail.jsp?modelno=280480&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/280000/280480.jpg,FA-502AN,1439390,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,49.9,50 x 175 x 29cm
FIGARO,http://www.enuri.com/detail.jsp?modelno=280478&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/280000/280478.jpg,FA-501A,1374400,,,,,,,복합식,,"프리필터 ,    탈취필터",FALSE,,49.9,50 x 175 x 29cm
알파인,http://www.enuri.com/detail.jsp?modelno=211938&cate=240616,알파인,http://photo3.enuri.com/data/images/service/img_300/211000/211938.jpg,미니메이트+충전기,247350,,,,,,음이온식,,,,FALSE,,0.7,     
청풍,http://www.enuri.com/detail.jsp?modelno=96805&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/96000/96805.jpg,CAP-M3011B,1055720,,,,,,,복합식,,"프리필터 ,미디움필터,    탈취HEPA필터",TRUE,,6,40 x 54.7 x 27cm
청풍,http://www.enuri.com/detail.jsp?modelno=27576&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/27000/27576.jpg,그린나라10-메탈,207368,,,,,,음이온식,,,,FALSE,,3.9,27 x 25.5 x 11.2cm
청풍,http://www.enuri.com/detail.jsp?modelno=11328&cate=240616,청풍,http://photo3.enuri.com/data/images/service/small/11000/11328.gif,그린나라10,223720,,,,,,음이온식,,,,FALSE,,10,     
