brand,detailurl,factory,imgname,modelname,price,CA,asthma,atopy,allergy,CADR,anion,compound,filter,varietyfilter,HEPA,PM,peoung,size
오에이치코리아,http://www.enuri.com/detail.jsp?modelno=17769876&cate=240616,오에이치코리아,http://photo3.enuri.com/data/images/service/img_300/16478000/16478117.jpg,에어백신 BAQA,274980,,,,,,,,,,FALSE,,19.9,7.5 x 21.9cm
몽블랑,http://www.enuri.com/detail.jsp?modelno=11213527&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/11213000/11213527.jpg,LA-V069,16900,CA인증,,,,,,복합식,,"프리필터 ,    듀얼파워탈취필터 ,초미세먼지필터",FALSE,,6.3,47 x 45 x 20cm
에어캐스터,http://www.enuri.com/detail.jsp?modelno=16827134&cate=240616,대유위니아,http://photo3.enuri.com/data/images/service/img_300/16827000/16827134.jpg,EPA16RAAS,253880,CA인증,,,,,,,필터식,"프리필터 ,    탈취카본필터 ,초미세먼지HEPA필터",TRUE,,16,38.5 x 64.5 x 25.3cm
어메이징그레이스,http://www.enuri.com/detail.jsp?modelno=11247682&cate=240616,어메이징그레이스,http://photo3.enuri.com/data/images/service/img_300/11247000/11247682.jpg,어메이징 에어,35520,,,,,,,,필터식,워셔블에어필터,FALSE,,,11 x 11 x 9cm
케어스,http://www.enuri.com/detail.jsp?modelno=12603789&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/8337000/8337484.jpg,AP-0512AH,275000,,,,,,,,필터식,"프리필터 ,천연항균필터,    탈취필터 ,    항바이러스HEPA필터",TRUE,,5.1,31.2 x 57.3 x 19.7cm
에어캐스터,http://www.enuri.com/detail.jsp?modelno=17679526&cate=240616,대유위니아,http://photo3.enuri.com/data/images/service/img_300/17679000/17679526.jpg,BPA16DAV,222460,CA인증,,,,,,,필터식,"탈취카본필터 ,초미세먼지HEPA필터",TRUE,,16,38.5 x 64.5 x 25.3cm
케어스,http://www.enuri.com/detail.jsp?modelno=9955181&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/9976000/9976202.jpg,APG-2013J,47900,,,,,,,,필터식,"오일미스트필터,    탈취필터 ,    NO2필터",FALSE,,19.9,51.9 x 88.1 x 36.4cm
IQAir,http://www.enuri.com/detail.jsp?modelno=13430579&cate=240616,컨텍,http://photo3.enuri.com/data/images/service/img_300/220000/220280.jpg,HealthPro 150,1506990,,,,,,,,필터식,"프리맥스MG필터 ,    하이퍼HEPA필터",TRUE,,19.9,38 x 60 x 41cm
에어텍,http://www.enuri.com/detail.jsp?modelno=26002338&cate=240616,에어텍,http://image.enuri.gscdn.com/webimage_300/3546500000/3546580000/3546587105.jpg,마블히어로즈 무선,96310,,,,,,,,필터식,나노필름필터,FALSE,,3,     
클라쎄,http://www.enuri.com/detail.jsp?modelno=25900814&cate=240616,대우전자,http://photo3.enuri.com/data/images/service/big/25900000/25900814.jpg,DAP-S18HOW,436050,,,,,,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,PM0.5,18.1,37 x 76.1 x 34cm
롯데기공,http://www.enuri.com/detail.jsp?modelno=23246446&cate=240616,롯데기공,http://photo3.enuri.com/data/images/service/img_300/23246000/23246446.jpg,LE-510,90960,,,,,CADR,,복합식,,"프리필터 ,카본필터,    HEPA필터",TRUE,,6,21.5 x 33.5 x 21.5cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=13060841&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/13060000/13060841.jpg,AX40K3020UWD,284970,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,초미세먼지항균필터",FALSE,,11.7,36.1 x 48.1 x 23.3cm
블루에어,http://www.enuri.com/detail.jsp?modelno=11772276&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/img_300/11772000/11772276.jpg,650E,1999990,,,아토피안심인증,,CADR,,,필터식,HEPA사일런트필터,TRUE,,19.6,50 x 66 x 34cm
신우티피에스,http://www.enuri.com/detail.jsp?modelno=27962980&cate=240616,신우티피에스,http://photo3.enuri.com/data/images/service/big/27962000/27962980.jpg,로토 AC-832S1,129000,,,,,CADR,,,필터식,"카본필터,활성탄필터,    HEPA필터",TRUE,,3.6,16 x 26 x 16cm
위닉스,http://www.enuri.com/detail.jsp?modelno=12601720&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/12601000/12601720.jpg,AEH-SC440N,223930,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,12.8,41.5 x 60 x 24.5cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=11982275&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/11982000/11982275.jpg,AX90J9000WKD,1658880,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    트루HEPA필터",TRUE,,42.9,36 x 189 x 32.7cm
샤프,http://www.enuri.com/detail.jsp?modelno=26886761&cate=240616,샤프,http://photo3.enuri.com/data/images/service/big/26886000/26886761.jpg,FP-J30K,179000,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,6.6,43.1 x 41.1 x 21.1cm
코웨이,http://www.enuri.com/detail.jsp?modelno=22666507&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/22846000/22846023.jpg,APMS-1516E,47900,,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    HEPA필터",TRUE,,16.3,43 x 79.4 x 32.8cm
대성쎌틱,http://www.enuri.com/detail.jsp?modelno=27721138&cate=240616,대성쎌틱,http://photo3.enuri.com/data/images/service/big/27721000/27721138.jpg,DSAP-220F 포레,160310,,,,,,,,필터식,"프리필터 ,카본필터,    HEPA필터",TRUE,,7.8,31.5 x 51.6 x 19.8cm
코웨이,http://www.enuri.com/detail.jsp?modelno=22666458&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/22666000/22666261.jpg,APMS-1516F,41400,,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    HEPA필터",TRUE,,16.3,43 x 79.4 x 32.8cm
바이젠,http://www.enuri.com/detail.jsp?modelno=14564247&cate=240616,바이젠,http://photo3.enuri.com/data/images/service/img_300/14564000/14564247.jpg,WSAC012LM,55750,,,,,,,,필터식,"탈취필터 ,항균필터,    HEPA필터",TRUE,,10.2,25 x 31 x 25cm
몽블랑,http://www.enuri.com/detail.jsp?modelno=11653124&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/11653000/11653124.jpg,LA-V119SS,329990,CA인증,,,,,,복합식,,"프리필터 ,    스모그탈취필터 ,초미세먼지필터",FALSE,,11.4,47 x 45 x 23cm
에어캐스터,http://www.enuri.com/detail.jsp?modelno=16826863&cate=240616,대유위니아,http://photo3.enuri.com/data/images/service/img_300/16826000/16826863.jpg,BPA16RAES,250800,CA인증,,,,,,,필터식,"프리필터 ,    탈취카본필터 ,초미세먼지HEPA필터",TRUE,,16,38.5 x 64.5 x 25.3cm
에어퓨라,http://www.enuri.com/detail.jsp?modelno=12256653&cate=240616,에어퓨라,http://photo3.enuri.com/data/images/service/img_300/12256000/12256653.jpg,Airpura 600R,1264200,,,,,,,,필터식,"프리필터 ,탄소필터,    HEPA필터",TRUE,,36.3,     
블루에어,http://www.enuri.com/detail.jsp?modelno=18917867&cate=240616,블루에어,http://image.enuri.gscdn.com/webimage_300/2891100000/2891150000/2891153281.jpg,CLASSIC 505,799000,,,아토피안심인증,,CADR,,,필터식,HEPA사일런트필터,TRUE,,19.6,50 x 66 x 34cm
삼성,http://www.enuri.com/detail.jsp?modelno=11174105&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/11174000/11174105.jpg,AX40H5000UWD,675240,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    트루HEPA필터",TRUE,,12.5,36.2 x 47.8 x 21.3cm
케어스,http://www.enuri.com/detail.jsp?modelno=8898499&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/8898000/8898499.jpg,AP-2012EH,685800,,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    항바이러스HEPA필터",TRUE,,21.1,51.9 x 88.1 x 36.4cm
에어텍,http://www.enuri.com/detail.jsp?modelno=1623031&cate=240616,에어텍,http://photo3.enuri.com/data/images/service/img_300/1623000/1623031.jpg,VAV 아바네로,54980,,,,,,,,필터식,나노필름필터,FALSE,,7.5,     
알파인,http://www.enuri.com/detail.jsp?modelno=20753432&cate=240616,알파인,http://photo3.enuri.com/data/images/service/img_300/20753000/20753432.jpg,프레시에어 AP3000,1350000,,,,,,음이온식,,,,FALSE,,,23 x 30 x 30cm
코웨이,http://www.enuri.com/detail.jsp?modelno=18750175&cate=240616,코웨이,http://image.enuri.gscdn.com/webimage_300/2827700000/2827790000/2827799941.jpg,AP-1717A,36800,,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    HEPA필터",TRUE,,17,37.5 x 58 x 37.5cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=12712009&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/12712000/12712009.jpg,AS120VAS,364310,CA인증,,,,,,복합식,,"프리필터 ,    스모그탈취필터 ,초미세먼지필터",FALSE,PM1.0,10.9,47 x 45 x 23cm
쿠쿠,http://www.enuri.com/detail.jsp?modelno=22842754&cate=240616,쿠쿠,http://photo3.enuri.com/data/images/service/img_300/22842000/22842754.jpg,AC-03V10W,44380,,,,,,음이온식,,,,FALSE,,,     
블루스카이,http://www.enuri.com/detail.jsp?modelno=11481014&cate=240616,삼성,http://photo3.enuri.com/data/images/service/small/11481000/11481014.gif,AX1AH9000WKD(사업자전용),1397890,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    트루HEPA필터",TRUE,,42.9,36 x 189 x 32.7cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=24330837&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/24330000/24330837.jpg,AS161DAW(인터넷가입조건),164900,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,15.5,36 x 52 x 36cm
다이슨,http://www.enuri.com/detail.jsp?modelno=18808985&cate=240616,다이슨,http://photo3.enuri.com/data/images/service/big/18808000/18808985.jpg,퓨어 핫앤쿨 링크(HP-01),688600,,,,,,,,필터식,"활성탄필터,    HEPA필터",TRUE,,,     
블루스카이,http://www.enuri.com/detail.jsp?modelno=12204268&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/11908000/11908229.jpg,AX60J7000WTD,48000,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,오일미스트필터,    HEPA필터",TRUE,,18.1,36 x 105.4 x 28.4cm
휘센,http://www.enuri.com/detail.jsp?modelno=10944568&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/10944000/10944568.jpg,LA-R119SW,269490,CA인증,,,,,,복합식,,"프리필터 ,    스모그탈취필터 ,    알러지필터 ,초미세먼지필터",FALSE,,11.7,40.5 x 55 x 23cm
에어로사이드,http://www.enuri.com/detail.jsp?modelno=27542793&cate=240616,에어로사이드,http://photo3.enuri.com/data/images/service/big/27542000/27542793.jpg,APS-200S ORANGE,1099000,,,,,,,,,,FALSE,,,17.5 x 47.5 x 15.2cm
에어글,http://www.enuri.com/detail.jsp?modelno=27159263&cate=240616,에어글,http://photo3.enuri.com/data/images/service/big/27159000/27159263.jpg,AG600S,2890000,,,,,,,,필터식,"프리필터 ,라돈저감필터,    HEPA필터",TRUE,,21.1,38 x 50.8 x 40.6cm
오스틴에어,http://www.enuri.com/detail.jsp?modelno=15646273&cate=240616,오스틴에어,http://image.enuri.gscdn.com/webimage_300/2592200000/2592290000/2592290821.jpg,헬스메이트 플러스 HM-450,1766730,,,,,,,,필터식,"프리필터 ,미디움필터,활성탄필터,    HEPA필터",TRUE,,42,37 x 58 x 37cm
대우글로벌,http://www.enuri.com/detail.jsp?modelno=26045154&cate=240616,대우글로벌,http://photo3.enuri.com/data/images/service/big/26045000/26045154.jpg,그린루프트 큐어 DGP-5100,199000,,,,,,,복합식,,"프리필터 ,카본필터,탄소필터,    HEPA필터",TRUE,,6.9,35 x 53cm
넥스디지탈,http://www.enuri.com/detail.jsp?modelno=22536154&cate=240616,넥스디지탈,http://photo3.enuri.com/data/images/service/img_300/22536000/22536154.jpg,HAIKE A800,64840,,,,,,,복합식,,"프리필터 ,나노필터,카본필터,    트루HEPA필터",TRUE,,,19 x 23.8 x 19cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15494908&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15494000/15494908.jpg,AX50M5050WDD,477100,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,15.1,36 x 78.3 x 29.3cm
후버,http://www.enuri.com/detail.jsp?modelno=12331405&cate=240616,후버,http://photo3.enuri.com/data/images/service/img_300/12331000/12331405.jpg,듀얼맥스프로,414160,,,,,CADR,,,필터식,"프리필터 ,정전필터,    탈취필터",FALSE,,11.4,27 x 46 x 24cm
쿠쿠,http://www.enuri.com/detail.jsp?modelno=23942934&cate=240616,쿠쿠,http://photo3.enuri.com/data/images/service/img_300/17304000/17304510.jpg,AC-12YCL10FW,21900,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,안심HEPA필터",TRUE,,12.2,45.2 x 61 x 25cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=13262001&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/13262000/13262001.jpg,AS211PAW,625990,CA인증,,,,,,복합식,,"프리필터 ,    스모그탈취필터 ,    알러지필터 ,초미세먼지필터",FALSE,,21.1,47.5 x 68 x 30cm
아이블텍,http://www.enuri.com/detail.jsp?modelno=25739744&cate=240616,아이블텍,http://photo3.enuri.com/data/images/service/big/25739000/25739744.jpg,에어비다 웨어러블 공기청정기,232600,,,,,,음이온식,,,,FALSE,,,13.3 x 16.9 x 6.1cm
시코코리아,http://www.enuri.com/detail.jsp?modelno=16500525&cate=240616,시코코리아,http://image.enuri.gscdn.com/webimage_300/2710300000/2710390000/2710394779.jpg,칸쿄 터뷸런스 TB502,641700,,,,,,,복합식,,"프리필터 ,하이브리드로터리필터",FALSE,,13.6,50.2 x 43.4 x 16cm
삼성,http://www.enuri.com/detail.jsp?modelno=8250988&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/8250000/8250988.jpg,AC-375CPAWQ,473330,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    트루HEPA필터",TRUE,,11.1,45 x 47.8 x 27.4cm
에어젯,http://www.enuri.com/detail.jsp?modelno=26886801&cate=240616,보국전자,http://image.enuri.gscdn.com/webimage_300/3632500000/3632510000/3632514733.jpg,BKU-1971P,149000,,,,,CADR,,,필터식,"프리필터 ,카본필터,    HEPA필터",TRUE,,6.2,35.6 x 46 x 19cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15495251&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15495000/15495251.jpg,AX60M5050WSD,421120,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,18.1,36 x 78.3 x 29.3cm
웰리스,http://www.enuri.com/detail.jsp?modelno=15263321&cate=240616,웰리스,http://photo3.enuri.com/data/images/service/img_300/15263000/15263321.jpg,WADU-02,580000,,,,,,,복합식,,"프리필터 ,    탈취필터 ,초미세먼지필터",FALSE,,,22 x 37 x 15cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=14122977&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/14122000/14122977.jpg,AX60K5581WFD,593740,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,18.1,36 x 78.3 x 29.3cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=12906043&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/12906000/12906043.jpg,AS120VCS,319990,CA인증,,,,,,복합식,,"프리필터 ,    스모그탈취필터 ,초미세먼지필터",FALSE,,10.9,47 x 45 x 23cm
샤프,http://www.enuri.com/detail.jsp?modelno=27073188&cate=240616,샤프,http://photo3.enuri.com/data/images/service/big/27073000/27073188.jpg,FU-G51-W,195050,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,11.4,     
카도,http://www.enuri.com/detail.jsp?modelno=23861959&cate=240616,카도,http://image.enuri.gscdn.com/webimage_300/2964100000/2964110000/2964114381.jpg,AP-C200,592100,,,,,,,,필터식,,FALSE,,10.8,     
코웨이,http://www.enuri.com/detail.jsp?modelno=27609108&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/big/27609000/27609110.jpg,AP-1018F,21900,,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    HEPA필터",TRUE,,10.5,37.6 x 64.1 x 18.3cm
에어퓨라,http://www.enuri.com/detail.jsp?modelno=12265974&cate=240616,에어퓨라,http://photo3.enuri.com/data/images/service/img_300/12265000/12265974.jpg,Airpura 600P,2244190,,,,,,,,필터식,"프리필터 ,탄소필터,    HEPA필터",TRUE,,36.3,     
대우전자,http://www.enuri.com/detail.jsp?modelno=26712250&cate=240616,대우전자,http://photo3.enuri.com/data/images/service/big/26712000/26712250.jpg,DAP-S18HOS,518990,,,,,,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,PM0.5,18.1,37 x 76.1 x 34cm
블루에어,http://www.enuri.com/detail.jsp?modelno=13158397&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/img_300/13158000/13158397.jpg,PRO M,956990,,,아토피안심인증,,CADR,,,필터식,HEPA사일런트필터,TRUE,,10.8,50.4 x 43 x 24cm
쿠쿠,http://www.enuri.com/detail.jsp?modelno=28213711&cate=240616,쿠쿠,http://photo3.enuri.com/data/images/service/big/28213000/28213711.jpg,AC-12XP20FH,195010,,,,,,,,필터식,"프리필터 ,집진필터,    탈취필터",FALSE,,11.3,43 x 55 x 27.6cm
NEST,http://www.enuri.com/detail.jsp?modelno=26045101&cate=240616,NEST,http://photo3.enuri.com/data/images/service/big/26045000/26045101.jpg,미니공기청정기 플렌트(NTAP-01),46200,,,,,,,복합식,,HEPA필터,TRUE,,4.9,15.5 x 19 x 15.5cm
RXTN,http://www.enuri.com/detail.jsp?modelno=21755667&cate=240616,RXTN,http://image.enuri.gscdn.com/webimage_300/2965300000/2965360000/2965367119.jpg,에어퓨리 위드 아로마,55450,,,,,,,복합식,,"저온촉매탈취필터 ,활성탄필터,    트루HEPA필터",TRUE,,6,     
블루에어,http://www.enuri.com/detail.jsp?modelno=13158530&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/img_300/13158000/13158530.jpg,PRO XL,2891260,,,아토피안심인증,,CADR,,,필터식,HEPA사일런트필터,TRUE,,33.2,50.4 x 112 x 24cm
인텐스퓨어에어,http://www.enuri.com/detail.jsp?modelno=13136727&cate=240616,테팔,http://photo3.enuri.com/data/images/service/img_300/13136000/13136727.jpg,PU4025,244120,,,,,CADR,,복합식,,"프리필터 ,나노캡쳐필터,활성탄필터,    HEPA필터",TRUE,,5.5,30 x 54 x 28.5cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=12712028&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/12712000/12712028.jpg,AS110WAW,422470,CA인증,,,,,,복합식,,"프리필터 ,    Hybrid탈취필터 ,    알러지초미세먼지필터",FALSE,,11.1,29.5 x 77.9 x 30.8cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=14841712&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/14841000/14841712.jpg,AS111WCW,417470,CA인증,,,,,,복합식,,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,,9.9,29.5 x 77.9 x 30.8cm
신일산업,http://www.enuri.com/detail.jsp?modelno=12035026&cate=240616,신일산업,http://photo3.enuri.com/data/images/service/img_300/12035000/12035026.jpg,SAR-7000BS,211180,CA인증,,,,,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,14.5,40 x 67 x 24cm
